TIPO_ACCIDENTE,id
Salida de la vía por la derecha con colisión       ,21644
Fronto-lateral                                     ,21645
Fronto-lateral                                     ,21646
Atropello a personas                               ,21647
Fronto-lateral                                     ,21648
Atropello a personas                               ,21649
Lateral                                            ,21650
Por alcance                                        ,21651
Fronto-lateral                                     ,21652
Salida de la vía por la derecha con vuelco         ,21653
Atropello a personas                               ,21654
Atropello a personas                               ,21655
Salida de la vía por la derecha con colisión       ,21656
Por alcance                                        ,21657
"Salida de la vía por la izquierda, otro tipo       ",21658
Fronto-lateral                                     ,21659
Fronto-lateral                                     ,21660
Otro tipo de accidente                             ,21661
Fronto-lateral                                     ,21662
Fronto-lateral                                     ,21663
Fronto-lateral                                     ,21664
Salida de la vía por la derecha con vuelco         ,21665
Atropello a personas                               ,21666
Atropello a personas                               ,21667
Lateral                                            ,21668
Lateral                                            ,21669
Fronto-lateral                                     ,21670
Fronto-lateral                                     ,21671
Fronto-lateral                                     ,21672
Fronto-lateral                                     ,21673
Atropello a personas                               ,21674
Fronto-lateral                                     ,21675
Atropello a personas                               ,21676
Atropello a personas                               ,21677
Atropello a personas                               ,21678
Colisión contra obstáculo o elemento de la vía     ,21679
Fronto-lateral                                     ,21680
Lateral                                            ,21681
Por alcance                                        ,21682
Atropello a personas                               ,21683
Caída                                              ,21684
Fronto-lateral                                     ,21685
Frontal                                            ,21686
Otro tipo de accidente                             ,21687
Lateral                                            ,21688
Caída                                              ,21689
Lateral                                            ,21690
Lateral                                            ,21691
Por alcance                                        ,21692
Por alcance                                        ,21693
Lateral                                            ,21694
Atropello a personas                               ,21695
Atropello a personas                               ,21696
Atropello a personas                               ,21697
Atropello a personas                               ,21698
Salida de la vía por la derecha otro tipo          ,21699
Por alcance                                        ,21700
Fronto-lateral                                     ,21701
Atropello a personas                               ,21702
Lateral                                            ,21703
Salida de la vía por la derecha con vuelco         ,21704
Por alcance                                        ,21705
Lateral                                            ,21706
Por alcance                                        ,21707
Por alcance                                        ,21708
Lateral                                            ,21709
Atropello a personas                               ,21710
Frontal                                            ,21711
Por alcance                                        ,21712
Caída                                              ,21713
Caída                                              ,21714
Lateral                                            ,21715
Lateral                                            ,21716
Lateral                                            ,21717
Por alcance                                        ,21718
Por alcance                                        ,21719
Múltiple o en caravana                             ,21720
Frontal                                            ,21721
Atropello a personas                               ,21722
Fronto-lateral                                     ,21723
Por alcance                                        ,21724
Lateral                                            ,21725
Salida de la vía por la derecha con vuelco         ,21726
Salida de la vía por la derecha con colisión       ,21727
Atropello a personas                               ,21728
Fronto-lateral                                     ,21729
Lateral                                            ,21730
Salida de la vía por la izquierda con vuelco       ,21731
Salida de la vía por la derecha otro tipo          ,21732
Caída                                              ,21733
Por alcance                                        ,21734
Por alcance                                        ,21735
Por alcance                                        ,21736
Atropello a animales                               ,21737
Salida de la vía por la derecha otro tipo          ,21738
Fronto-lateral                                     ,21739
Otro tipo de accidente                             ,21740
Fronto-lateral                                     ,21741
Salida de la vía por la izquierda con vuelco       ,21742
Salida de la vía por la derecha otro tipo          ,21743
Atropello a personas                               ,21744
Fronto-lateral                                     ,21745
Frontal                                            ,21746
Lateral                                            ,21747
Lateral                                            ,21748
Salida de la vía por la izquierda con vuelco       ,21749
Salida de la vía por la derecha con colisión       ,21750
Salida de la vía por la derecha con colisión       ,21751
Salida de la vía por la derecha con colisión       ,21752
Salida de la vía por la derecha con colisión       ,21753
Caída                                              ,21754
Lateral                                            ,21755
Atropello a animales                               ,21756
Salida de la vía por la derecha con colisión       ,21757
Por alcance                                        ,21758
Frontal                                            ,21759
Fronto-lateral                                     ,21760
Por alcance                                        ,21761
Por alcance                                        ,21762
Por alcance                                        ,21763
Salida de la vía por la izquierda con colisión     ,21764
Frontal                                            ,21765
Lateral                                            ,21766
Salida de la vía por la izquierda con colisión     ,21767
Atropello a personas                               ,21768
Fronto-lateral                                     ,21769
Salida de la vía por la derecha otro tipo          ,21770
Salida de la vía por la izquierda con colisión     ,21771
Fronto-lateral                                     ,21772
Por alcance                                        ,21773
Lateral                                            ,21774
Múltiple o en caravana                             ,21775
Frontal                                            ,21776
Salida de la vía por la derecha otro tipo          ,21777
Frontal                                            ,21778
Atropello a personas                               ,21779
Otro tipo de accidente                             ,21780
Salida de la vía por la derecha con colisión       ,21781
Lateral                                            ,21782
Atropello a personas                               ,21783
Atropello a personas                               ,21784
Fronto-lateral                                     ,21785
Atropello a personas                               ,21786
Caída                                              ,21787
Fronto-lateral                                     ,21788
Fronto-lateral                                     ,21789
Fronto-lateral                                     ,21790
Lateral                                            ,21791
Lateral                                            ,21792
Caída                                              ,21793
Frontal                                            ,21794
"Salida de la vía por la izquierda, otro tipo       ",21795
Salida de la vía por la derecha otro tipo          ,21796
Salida de la vía por la derecha otro tipo          ,21797
Salida de la vía por la izquierda con vuelco       ,21798
Caída                                              ,21799
Por alcance                                        ,21800
Atropello a personas                               ,21801
Salida de la vía por la derecha otro tipo          ,21802
Fronto-lateral                                     ,21803
Atropello a personas                               ,21804
Atropello a personas                               ,21805
Fronto-lateral                                     ,21806
Atropello a animales                               ,21807
Fronto-lateral                                     ,21808
Lateral                                            ,21809
Atropello a personas                               ,21810
Salida de la vía por la derecha otro tipo          ,21811
Otro tipo de accidente                             ,21812
Fronto-lateral                                     ,21813
Fronto-lateral                                     ,21814
Fronto-lateral                                     ,21815
Por alcance                                        ,21816
Caída                                              ,21817
Salida de la vía por la derecha otro tipo          ,21818
Atropello a personas                               ,21819
Fronto-lateral                                     ,21820
Atropello a personas                               ,21821
Atropello a personas                               ,21822
Colisión contra obstáculo o elemento de la vía     ,21823
Colisión contra obstáculo o elemento de la vía     ,21824
Fronto-lateral                                     ,21825
Por alcance                                        ,21826
Salida de la vía por la derecha con despeñamiento  ,21827
Salida de la vía por la derecha otro tipo          ,21828
Salida de la vía por la derecha otro tipo          ,21829
Por alcance                                        ,21830
Lateral                                            ,21831
Fronto-lateral                                     ,21832
Por alcance                                        ,21833
Salida de la vía por la izquierda con despeñamiento,21834
Fronto-lateral                                     ,21835
Fronto-lateral                                     ,21836
Atropello a personas                               ,21837
Fronto-lateral                                     ,21838
Fronto-lateral                                     ,21839
Atropello a personas                               ,21840
Fronto-lateral                                     ,21841
Múltiple o en caravana                             ,21842
Fronto-lateral                                     ,21843
Salida de la vía por la izquierda con colisión     ,21844
Frontal                                            ,21845
Caída                                              ,21846
Fronto-lateral                                     ,21847
Atropello a personas                               ,21848
Múltiple o en caravana                             ,21849
Atropello a animales                               ,21850
Lateral                                            ,21851
Múltiple o en caravana                             ,21852
Fronto-lateral                                     ,21853
Frontal                                            ,21854
Atropello a personas                               ,21855
Vuelco                                             ,21856
Fronto-lateral                                     ,21857
Fronto-lateral                                     ,21858
Fronto-lateral                                     ,21859
Salida de la vía por la derecha otro tipo          ,21860
Salida de la vía por la derecha con colisión       ,21861
Caída                                              ,21862
Fronto-lateral                                     ,21863
Múltiple o en caravana                             ,21864
Salida de la vía por la izquierda con vuelco       ,21865
Caída                                              ,21866
Caída                                              ,21867
Salida de la vía por la derecha con colisión       ,21868
Frontal                                            ,21869
Salida de la vía por la derecha con vuelco         ,21870
Fronto-lateral                                     ,21871
Salida de la vía por la izquierda con vuelco       ,21872
Salida de la vía por la izquierda con vuelco       ,21873
Atropello a personas                               ,21874
Salida de la vía por la derecha con colisión       ,21875
Fronto-lateral                                     ,21876
Salida de la vía por la derecha con vuelco         ,21877
Salida de la vía por la derecha con colisión       ,21878
Lateral                                            ,21879
Múltiple o en caravana                             ,21880
Por alcance                                        ,21881
Lateral                                            ,21882
Salida de la vía por la izquierda con colisión     ,21883
Lateral                                            ,21884
Por alcance                                        ,21885
Por alcance                                        ,21886
Salida de la vía por la derecha con colisión       ,21887
Lateral                                            ,21888
Múltiple o en caravana                             ,21889
Por alcance                                        ,21890
Salida de la vía por la derecha con colisión       ,21891
Múltiple o en caravana                             ,21892
Por alcance                                        ,21893
Múltiple o en caravana                             ,21894
Lateral                                            ,21895
Por alcance                                        ,21896
Por alcance                                        ,21897
Por alcance                                        ,21898
Salida de la vía por la derecha con colisión       ,21899
Otro tipo de accidente                             ,21900
Salida de la vía por la derecha con vuelco         ,21901
Salida de la vía por la izquierda con vuelco       ,21902
Salida de la vía por la derecha con colisión       ,21903
Salida de la vía por la izquierda con colisión     ,21904
Colisión contra obstáculo o elemento de la vía     ,21905
Salida de la vía por la izquierda con colisión     ,21906
Salida de la vía por la derecha con vuelco         ,21907
Fronto-lateral                                     ,21908
Salida de la vía por la izquierda con colisión     ,21909
Por alcance                                        ,21910
Por alcance                                        ,21911
Salida de la vía por la derecha con vuelco         ,21912
Salida de la vía por la derecha con vuelco         ,21913
Salida de la vía por la derecha con despeñamiento  ,21914
Salida de la vía por la izquierda con vuelco       ,21915
"Salida de la vía por la izquierda, otro tipo       ",21916
Atropello a personas                               ,21917
Atropello a personas                               ,21918
Fronto-lateral                                     ,21919
Fronto-lateral                                     ,21920
Salida de la vía por la izquierda con vuelco       ,21921
Frontal                                            ,21922
Salida de la vía por la derecha otro tipo          ,21923
Lateral                                            ,21924
Atropello a personas                               ,21925
Salida de la vía por la derecha con colisión       ,21926
Por alcance                                        ,21927
Por alcance                                        ,21928
Lateral                                            ,21929
Fronto-lateral                                     ,21930
Caída                                              ,21931
Fronto-lateral                                     ,21932
Atropello a personas                               ,21933
Fronto-lateral                                     ,21934
Fronto-lateral                                     ,21935
Fronto-lateral                                     ,21936
Salida de la vía por la izquierda con colisión     ,21937
Fronto-lateral                                     ,21938
Por alcance                                        ,21939
Fronto-lateral                                     ,21940
Por alcance                                        ,21941
Por alcance                                        ,21942
Fronto-lateral                                     ,21943
Fronto-lateral                                     ,21944
Frontal                                            ,21945
Por alcance                                        ,21946
Por alcance                                        ,21947
Salida de la vía por la derecha otro tipo          ,21948
Fronto-lateral                                     ,21949
Caída                                              ,21950
Salida de la vía por la izquierda con colisión     ,21951
Salida de la vía por la derecha con colisión       ,21952
Salida de la vía por la derecha con despeñamiento  ,21953
Lateral                                            ,21954
Otro tipo de accidente                             ,21955
Fronto-lateral                                     ,21956
Caída                                              ,21957
Por alcance                                        ,21958
Fronto-lateral                                     ,21959
Colisión contra obstáculo o elemento de la vía     ,21960
Por alcance                                        ,21961
Por alcance                                        ,21962
Por alcance                                        ,21963
Salida de la vía por la izquierda con colisión     ,21964
Caída                                              ,21965
Colisión contra obstáculo o elemento de la vía     ,21966
Múltiple o en caravana                             ,21967
Salida de la vía por la derecha con colisión       ,21968
Lateral                                            ,21969
Lateral                                            ,21970
Otro tipo de accidente                             ,21971
Fronto-lateral                                     ,21972
Otro tipo de accidente                             ,21973
Por alcance                                        ,21974
Fronto-lateral                                     ,21975
Fronto-lateral                                     ,21976
Fronto-lateral                                     ,21977
Otro tipo de accidente                             ,21978
Salida de la vía por la derecha con vuelco         ,21979
Atropello a personas                               ,21980
Fronto-lateral                                     ,21981
Salida de la vía por la derecha otro tipo          ,21982
Salida de la vía por la derecha con vuelco         ,21983
Fronto-lateral                                     ,21984
Atropello a personas                               ,21985
Fronto-lateral                                     ,21986
Fronto-lateral                                     ,21987
Múltiple o en caravana                             ,21988
Fronto-lateral                                     ,21989
Lateral                                            ,21990
Fronto-lateral                                     ,21991
Por alcance                                        ,21992
Atropello a personas                               ,21993
Por alcance                                        ,21994
Frontal                                            ,21995
Salida de la vía por la derecha con vuelco         ,21996
Por alcance                                        ,21997
Salida de la vía por la derecha con colisión       ,21998
Por alcance                                        ,21999
Salida de la vía por la izquierda con colisión     ,22000
Caída                                              ,22001
Fronto-lateral                                     ,22002
Fronto-lateral                                     ,22003
Fronto-lateral                                     ,22004
Fronto-lateral                                     ,22005
Salida de la vía por la derecha con colisión       ,22006
Salida de la vía por la derecha con colisión       ,22007
Salida de la vía por la derecha otro tipo          ,22008
Por alcance                                        ,22009
Por alcance                                        ,22010
Fronto-lateral                                     ,22011
Fronto-lateral                                     ,22012
Fronto-lateral                                     ,22013
Frontal                                            ,22014
"Salida de la vía por la izquierda, otro tipo       ",22015
Atropello a personas                               ,22016
Salida de la vía por la derecha con vuelco         ,22017
Por alcance                                        ,22018
Caída                                              ,22019
Por alcance                                        ,22020
Caída                                              ,22021
Salida de la vía por la derecha con colisión       ,22022
Atropello a personas                               ,22023
Salida de la vía por la derecha otro tipo          ,22024
Salida de la vía por la izquierda con colisión     ,22025
Por alcance                                        ,22026
Por alcance                                        ,22027
Atropello a personas                               ,22028
Por alcance                                        ,22029
Fronto-lateral                                     ,22030
Por alcance                                        ,22031
Por alcance                                        ,22032
Caída                                              ,22033
"Salida de la vía por la izquierda, otro tipo       ",22034
Fronto-lateral                                     ,22035
Fronto-lateral                                     ,22036
"Salida de la vía por la izquierda, otro tipo       ",22037
Frontal                                            ,22038
Salida de la vía por la derecha otro tipo          ,22039
"Salida de la vía por la izquierda, otro tipo       ",22040
Lateral                                            ,22041
Fronto-lateral                                     ,22042
Atropello a personas                               ,22043
Otro tipo de accidente                             ,22044
Atropello a personas                               ,22045
Caída                                              ,22046
Frontal                                            ,22047
Fronto-lateral                                     ,22048
Frontal                                            ,22049
Colisión contra obstáculo o elemento de la vía     ,22050
Por alcance                                        ,22051
Atropello a personas                               ,22052
Por alcance                                        ,22053
Caída                                              ,22054
Caída                                              ,22055
Fronto-lateral                                     ,22056
Fronto-lateral                                     ,22057
Por alcance                                        ,22058
Otro tipo de accidente                             ,22059
Caída                                              ,22060
Lateral                                            ,22061
Lateral                                            ,22062
Salida de la vía por la izquierda con vuelco       ,22063
Fronto-lateral                                     ,22064
Salida de la vía por la izquierda con colisión     ,22065
Atropello a personas                               ,22066
Lateral                                            ,22067
Lateral                                            ,22068
Lateral                                            ,22069
Por alcance                                        ,22070
Fronto-lateral                                     ,22071
Caída                                              ,22072
Atropello a personas                               ,22073
Fronto-lateral                                     ,22074
Salida de la vía por la derecha otro tipo          ,22075
Por alcance                                        ,22076
Salida de la vía por la izquierda con colisión     ,22077
Por alcance                                        ,22078
Salida de la vía por la derecha con vuelco         ,22079
Caída                                              ,22080
Salida de la vía por la derecha con vuelco         ,22081
Múltiple o en caravana                             ,22082
Fronto-lateral                                     ,22083
Por alcance                                        ,22084
Frontal                                            ,22085
Múltiple o en caravana                             ,22086
Otro tipo de accidente                             ,22087
Por alcance                                        ,22088
Por alcance                                        ,22089
Salida de la vía por la derecha con vuelco         ,22090
Por alcance                                        ,22091
Atropello a personas                               ,22092
Por alcance                                        ,22093
Fronto-lateral                                     ,22094
Caída                                              ,22095
Salida de la vía por la derecha con colisión       ,22096
Caída                                              ,22097
Atropello a personas                               ,22098
Salida de la vía por la izquierda con colisión     ,22099
Fronto-lateral                                     ,22100
Atropello a personas                               ,22101
Salida de la vía por la derecha otro tipo          ,22102
Fronto-lateral                                     ,22103
Múltiple o en caravana                             ,22104
Salida de la vía por la izquierda con colisión     ,22105
Por alcance                                        ,22106
Fronto-lateral                                     ,22107
Atropello a personas                               ,22108
Por alcance                                        ,22109
Fronto-lateral                                     ,22110
Por alcance                                        ,22111
Salida de la vía por la derecha con vuelco         ,22112
Fronto-lateral                                     ,22113
Salida de la vía por la derecha otro tipo          ,22114
Salida de la vía por la derecha con colisión       ,22115
Frontal                                            ,22116
Atropello a personas                               ,22117
Por alcance                                        ,22118
Atropello a personas                               ,22119
Atropello a personas                               ,22120
Salida de la vía por la derecha con colisión       ,22121
Por alcance                                        ,22122
Fronto-lateral                                     ,22123
Fronto-lateral                                     ,22124
Fronto-lateral                                     ,22125
Caída                                              ,22126
Caída                                              ,22127
Fronto-lateral                                     ,22128
Por alcance                                        ,22129
Fronto-lateral                                     ,22130
Fronto-lateral                                     ,22131
Fronto-lateral                                     ,22132
Fronto-lateral                                     ,22133
Múltiple o en caravana                             ,22134
Fronto-lateral                                     ,22135
Caída                                              ,22136
Fronto-lateral                                     ,22137
Fronto-lateral                                     ,22138
Salida de la vía por la derecha con vuelco         ,22139
Lateral                                            ,22140
Atropello a personas                               ,22141
Caída                                              ,22142
"Salida de la vía por la izquierda, otro tipo       ",22143
Atropello a personas                               ,22144
Salida de la vía por la derecha con colisión       ,22145
Fronto-lateral                                     ,22146
Atropello a personas                               ,22147
Salida de la vía por la derecha con vuelco         ,22148
Por alcance                                        ,22149
Lateral                                            ,22150
Por alcance                                        ,22151
Por alcance                                        ,22152
Por alcance                                        ,22153
Múltiple o en caravana                             ,22154
Fronto-lateral                                     ,22155
Por alcance                                        ,22156
Fronto-lateral                                     ,22157
Por alcance                                        ,22158
Fronto-lateral                                     ,22159
Por alcance                                        ,22160
Fronto-lateral                                     ,22161
Salida de la vía por la derecha con colisión       ,22162
Salida de la vía por la derecha otro tipo          ,22163
Por alcance                                        ,22164
Caída                                              ,22165
Caída                                              ,22166
Lateral                                            ,22167
Salida de la vía por la derecha con colisión       ,22168
Por alcance                                        ,22169
Salida de la vía por la derecha otro tipo          ,22170
Salida de la vía por la izquierda con colisión     ,22171
Atropello a personas                               ,22172
Salida de la vía por la izquierda con despeñamiento,22173
Atropello a animales                               ,22174
Fronto-lateral                                     ,22175
Fronto-lateral                                     ,22176
Fronto-lateral                                     ,22177
Fronto-lateral                                     ,22178
Frontal                                            ,22179
Por alcance                                        ,22180
Fronto-lateral                                     ,22181
Atropello a personas                               ,22182
Lateral                                            ,22183
Fronto-lateral                                     ,22184
Atropello a personas                               ,22185
"Salida de la vía por la izquierda, otro tipo       ",22186
Salida de la vía por la izquierda con colisión     ,22187
Por alcance                                        ,22188
Salida de la vía por la derecha otro tipo          ,22189
Lateral                                            ,22190
Lateral                                            ,22191
Por alcance                                        ,22192
Por alcance                                        ,22193
Por alcance                                        ,22194
Fronto-lateral                                     ,22195
Por alcance                                        ,22196
Fronto-lateral                                     ,22197
Atropello a personas                               ,22198
Salida de la vía por la derecha con vuelco         ,22199
Por alcance                                        ,22200
Por alcance                                        ,22201
Salida de la vía por la derecha otro tipo          ,22202
Por alcance                                        ,22203
Frontal                                            ,22204
Fronto-lateral                                     ,22205
Por alcance                                        ,22206
Por alcance                                        ,22207
Por alcance                                        ,22208
Por alcance                                        ,22209
Por alcance                                        ,22210
Múltiple o en caravana                             ,22211
Lateral                                            ,22212
Múltiple o en caravana                             ,22213
Fronto-lateral                                     ,22214
Atropello a personas                               ,22215
Por alcance                                        ,22216
Frontal                                            ,22217
Por alcance                                        ,22218
Por alcance                                        ,22219
Múltiple o en caravana                             ,22220
Fronto-lateral                                     ,22221
Fronto-lateral                                     ,22222
Salida de la vía por la derecha otro tipo          ,22223
Salida de la vía por la izquierda con colisión     ,22224
Salida de la vía por la derecha con vuelco         ,22225
Frontal                                            ,22226
Fronto-lateral                                     ,22227
Salida de la vía por la izquierda con colisión     ,22228
Fronto-lateral                                     ,22229
Múltiple o en caravana                             ,22230
Múltiple o en caravana                             ,22231
Frontal                                            ,22232
Salida de la vía por la izquierda con colisión     ,22233
Por alcance                                        ,22234
Frontal                                            ,22235
Salida de la vía por la derecha con despeñamiento  ,22236
Fronto-lateral                                     ,22237
Salida de la vía por la derecha con despeñamiento  ,22238
Atropello a personas                               ,22239
Por alcance                                        ,22240
Colisión contra obstáculo o elemento de la vía     ,22241
Atropello a personas                               ,22242
Fronto-lateral                                     ,22243
Por alcance                                        ,22244
Fronto-lateral                                     ,22245
Fronto-lateral                                     ,22246
Por alcance                                        ,22247
Fronto-lateral                                     ,22248
Frontal                                            ,22249
Caída                                              ,22250
Lateral                                            ,22251
Fronto-lateral                                     ,22252
Caída                                              ,22253
Caída                                              ,22254
Caída                                              ,22255
Por alcance                                        ,22256
Fronto-lateral                                     ,22257
Lateral                                            ,22258
Múltiple o en caravana                             ,22259
Por alcance                                        ,22260
Salida de la vía por la derecha con colisión       ,22261
Salida de la vía por la izquierda con colisión     ,22262
Colisión contra obstáculo o elemento de la vía     ,22263
Fronto-lateral                                     ,22264
Caída                                              ,22265
Por alcance                                        ,22266
Por alcance                                        ,22267
Salida de la vía por la derecha con vuelco         ,22268
Salida de la vía por la derecha con colisión       ,22269
Salida de la vía por la derecha otro tipo          ,22270
Caída                                              ,22271
Fronto-lateral                                     ,22272
Colisión contra obstáculo o elemento de la vía     ,22273
Lateral                                            ,22274
Otro tipo de accidente                             ,22275
Atropello a animales                               ,22276
Salida de la vía por la derecha con colisión       ,22277
"Salida de la vía por la izquierda, otro tipo       ",22278
Salida de la vía por la derecha con vuelco         ,22279
Atropello a animales                               ,22280
Salida de la vía por la izquierda con vuelco       ,22281
"Salida de la vía por la izquierda, otro tipo       ",22282
Por alcance                                        ,22283
Salida de la vía por la derecha otro tipo          ,22284
Múltiple o en caravana                             ,22285
Salida de la vía por la izquierda con vuelco       ,22286
Salida de la vía por la izquierda con colisión     ,22287
Por alcance                                        ,22288
Por alcance                                        ,22289
Lateral                                            ,22290
Salida de la vía por la derecha con colisión       ,22291
Salida de la vía por la izquierda con colisión     ,22292
Atropello a personas                               ,22293
Atropello a personas                               ,22294
Atropello a personas                               ,22295
Frontal                                            ,22296
Atropello a personas                               ,22297
Fronto-lateral                                     ,22298
Atropello a personas                               ,22299
Fronto-lateral                                     ,22300
Múltiple o en caravana                             ,22301
Salida de la vía por la derecha con vuelco         ,22302
Salida de la vía por la izquierda con vuelco       ,22303
Frontal                                            ,22304
Por alcance                                        ,22305
Salida de la vía por la izquierda con vuelco       ,22306
Salida de la vía por la izquierda con despeñamiento,22307
Fronto-lateral                                     ,22308
Frontal                                            ,22309
Atropello a personas                               ,22310
Salida de la vía por la derecha otro tipo          ,22311
Fronto-lateral                                     ,22312
Salida de la vía por la derecha otro tipo          ,22313
Otro tipo de accidente                             ,22314
Salida de la vía por la derecha con vuelco         ,22315
Caída                                              ,22316
Por alcance                                        ,22317
Fronto-lateral                                     ,22318
Salida de la vía por la derecha otro tipo          ,22319
Caída                                              ,22320
Salida de la vía por la derecha otro tipo          ,22321
Salida de la vía por la derecha con colisión       ,22322
Salida de la vía por la derecha con vuelco         ,22323
Atropello a personas                               ,22324
Lateral                                            ,22325
Lateral                                            ,22326
Atropello a personas                               ,22327
Fronto-lateral                                     ,22328
Fronto-lateral                                     ,22329
Fronto-lateral                                     ,22330
Atropello a personas                               ,22331
Por alcance                                        ,22332
Otro tipo de accidente                             ,22333
Salida de la vía por la derecha con colisión       ,22334
Salida de la vía por la derecha otro tipo          ,22335
Atropello a personas                               ,22336
Otro tipo de accidente                             ,22337
Atropello a personas                               ,22338
Múltiple o en caravana                             ,22339
Salida de la vía por la izquierda con colisión     ,22340
Por alcance                                        ,22341
Frontal                                            ,22342
Lateral                                            ,22343
Caída                                              ,22344
Caída                                              ,22345
Salida de la vía por la derecha con despeñamiento  ,22346
Vuelco                                             ,22347
Otro tipo de accidente                             ,22348
Fronto-lateral                                     ,22349
Por alcance                                        ,22350
Fronto-lateral                                     ,22351
Lateral                                            ,22352
Salida de la vía por la derecha con vuelco         ,22353
Fronto-lateral                                     ,22354
Salida de la vía por la izquierda con vuelco       ,22355
Por alcance                                        ,22356
Fronto-lateral                                     ,22357
Otro tipo de accidente                             ,22358
Fronto-lateral                                     ,22359
Salida de la vía por la derecha con vuelco         ,22360
Fronto-lateral                                     ,22361
Caída                                              ,22362
Múltiple o en caravana                             ,22363
Atropello a animales                               ,22364
Salida de la vía por la derecha otro tipo          ,22365
Salida de la vía por la izquierda con colisión     ,22366
Frontal                                            ,22367
Fronto-lateral                                     ,22368
"Salida de la vía por la izquierda, otro tipo       ",22369
Fronto-lateral                                     ,22370
Colisión contra obstáculo o elemento de la vía     ,22371
Salida de la vía por la derecha otro tipo          ,22372
Fronto-lateral                                     ,22373
Caída                                              ,22374
Caída                                              ,22375
Fronto-lateral                                     ,22376
Salida de la vía por la derecha con colisión       ,22377
Fronto-lateral                                     ,22378
Múltiple o en caravana                             ,22379
Por alcance                                        ,22380
Caída                                              ,22381
Atropello a personas                               ,22382
Por alcance                                        ,22383
Lateral                                            ,22384
Atropello a personas                               ,22385
Lateral                                            ,22386
Múltiple o en caravana                             ,22387
Caída                                              ,22388
"Salida de la vía por la izquierda, otro tipo       ",22389
Atropello a personas                               ,22390
Atropello a personas                               ,22391
Por alcance                                        ,22392
Fronto-lateral                                     ,22393
Fronto-lateral                                     ,22394
Por alcance                                        ,22395
Salida de la vía por la derecha con colisión       ,22396
Por alcance                                        ,22397
Fronto-lateral                                     ,22398
Fronto-lateral                                     ,22399
Fronto-lateral                                     ,22400
Salida de la vía por la derecha con vuelco         ,22401
Frontal                                            ,22402
Salida de la vía por la derecha con vuelco         ,22403
Salida de la vía por la izquierda con colisión     ,22404
Salida de la vía por la izquierda con colisión     ,22405
Fronto-lateral                                     ,22406
Frontal                                            ,22407
Fronto-lateral                                     ,22408
Atropello a personas                               ,22409
Salida de la vía por la izquierda con colisión     ,22410
Atropello a personas                               ,22411
Fronto-lateral                                     ,22412
Atropello a personas                               ,22413
