KM,TOTAL_HL24H,TOTAL_HG24H,TOTAL_MU24H,id,COD_MUNICIPIO,TRAZADO_PLANTA,ZONA,TIPO_ACCIDENTE,CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,PRIORI_AGENTE,PRIORI_CIRCUNSTANCIAL,PRIORI_HORIZ_CEDA,PRIORI_HORIZ_STOP,PRIORI_SEMAFORO,PRIORI_VERT_CEDA,PRIORI_VERT_STOP,ANYO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DIA
,1,0,0,2342,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,1,JUEVES,16,Tarde,Dias laborables
,1,0,0,2343,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,1,VIERNES,7,Mañana,Dias laborables
0.5,1,0,0,2344,03099,Curva señalizada,Carretera,Fronto-lateral                                     ,,CV-916,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,1,MARTES,11,Mañana,Dias laborables
3.9,6,0,0,2345,03099,Curva señalizada,Carretera,Salida de la vía por la izquierda con vuelco       ,,CV-951,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,2,LUNES,15,Tarde,Dias laborables
3.0,1,0,0,2346,03099,Recta,Carretera,Fronto-lateral                                     ,CV-951,CV-951,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,2,MARTES,15,Tarde,Dias laborables
7.5,2,0,0,2347,03099,Recta,Carretera,Múltiple o en caravana                             ,,CV-91,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,No,No,No,No,No,No,No,2016,2,MIÉRCOLES,8,Mañana,Dias laborables
686.7,2,0,0,2348,03099,Recta,Carretera,Por alcance                                        ,,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,2,LUNES,12,Tarde,Dias laborables
2.8,3,1,0,2349,03099,Recta,Carretera,Frontal                                            ,,CV-930,Carretera Convencional de calzada única,Autonómica,Ambos,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,2,DOMINGO,18,Noche,Fines de semana
,1,0,0,2350,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,2,SÁBADO,10,Mañana,Fines de semana
7.5,1,0,0,2351,03099,Recta,Carretera,Salida de la vía por la derecha con colisión       ,,CV-95,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,2,MIÉRCOLES,16,Tarde,Dias laborables
,2,0,0,2352,03099,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,2,LUNES,21,Noche,Dias laborables
,2,0,0,2353,03099,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel amarillo,,No,No,No,No,No,No,No,2016,2,MIÉRCOLES,18,Noche,Dias laborables
,1,0,0,2354,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Nublado,,Nivel verde,,No,No,No,No,No,No,No,2016,2,VIERNES,19,Noche,Dias laborables
1.3,1,0,0,2355,03099,Recta,Carretera,Por alcance                                        ,,CV-900,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Nublado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,2,DOMINGO,18,Noche,Fines de semana
58.8,2,0,0,2356,03099,Recta,Carretera,Por alcance                                        ,N-332,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,2,DOMINGO,11,Mañana,Fines de semana
8.7,2,0,0,2357,03099,Recta,Carretera,Frontal                                            ,,CV-868,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,2,SÁBADO,9,Mañana,Fines de semana
688.34,0,1,0,2358,03099,Curva señalizada,Carretera,Fronto-lateral                                     ,,N-340,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,3,MIÉRCOLES,12,Tarde,Dias laborables
,1,0,0,2359,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Recinto delimitado,Otra,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,3,SÁBADO,22,Noche,Fines de semana
7.6,2,0,0,2360,03099,Recta,Carretera,Por alcance                                        ,,CV-91,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,3,MARTES,15,Tarde,Dias laborables
,2,0,0,2361,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,No,No,No,No,No,No,No,2016,2,MARTES,20,Noche,Dias laborables
2.0,1,0,0,2362,03099,Recta,Carretera,Caída                                              ,,CV-950,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,3,DOMINGO,10,Mañana,Fines de semana
8.3,1,0,0,2363,03099,Curva señalizada,Carretera,Salida de la vía por la derecha con vuelco         ,,CV-925,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,3,SÁBADO,15,Tarde,Fines de semana
0.0,1,0,0,2364,03099,Curva señalizada,Carretera,Vuelco                                             ,N-340,CV-916,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,Otra,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,3,LUNES,14,Tarde,Dias laborables
,2,0,0,2365,03099,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,3,LUNES,11,Mañana,Dias laborables
0.8,1,0,0,2366,03099,Curva señalizada,Carretera,Salida de la vía por la derecha otro tipo          ,,CV-950,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,3,SÁBADO,17,Tarde,Fines de semana
,2,0,0,2367,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,Sí,2016,3,SÁBADO,12,Tarde,Fines de semana
2.0,1,0,0,2368,03099,Curva señalizada,Travesía,Fronto-lateral                                     ,CV-919,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel verde,,No,No,No,No,No,Sí,No,2016,3,LUNES,14,Tarde,Dias laborables
549.7,2,0,0,2369,03099,Curva sin señalizar,Carretera,Salida de la vía por la derecha con colisión       ,,A-7,Autovía,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,3,LUNES,12,Tarde,Dias laborables
50.7,1,0,0,2370,03099,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,3,MARTES,12,Tarde,Dias laborables
3.8,3,0,0,2371,03099,Recta,Carretera,Múltiple o en caravana                             ,,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2016,4,LUNES,13,Tarde,Dias laborables
,1,0,0,2372,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,4,MARTES,11,Mañana,Dias laborables
546.3,1,0,0,2373,03099,Recta,Carretera,Salida de la vía por la derecha con vuelco         ,,A-7,Autovía,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,4,SÁBADO,3,Madrugada,Fines de semana
49.0,1,0,0,2374,03099,Recta,Carretera,Caída                                              ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,4,DOMINGO,11,Mañana,Fines de semana
23.2,1,0,0,2375,03099,Recta,Carretera,Colisión contra obstáculo o elemento de la vía     ,,No inventariada,Vía de servicio,Otra,Ascendente,Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,4,MARTES,11,Mañana,Dias laborables
1.4,2,0,0,2376,03099,Curva señalizada,Carretera,Salida de la vía por la izquierda con colisión     ,,CV-871,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,4,LUNES,12,Tarde,Dias laborables
2.3,1,0,0,2377,03099,Curva señalizada,Carretera,Salida de la vía por la derecha con vuelco         ,,No inventariada,Camino vecinal,Municipal,Ascendente,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,No,No,No,No,No,No,Sí,2016,4,VIERNES,13,Tarde,Dias laborables
0.5,2,0,0,2378,03099,Curva señalizada,Carretera,Salida de la vía por la izquierda con despeñamiento,,CV-950,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,DOMINGO,18,Noche,Fines de semana
4.4,2,0,0,2379,03099,Recta,Carretera,Frontal                                            ,,No inventariada,Camino vecinal,Municipal,Ascendente,Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,4,VIERNES,17,Tarde,Dias laborables
550.3,1,0,0,2380,03099,Recta,Carretera,Por alcance                                        ,,A-7,Autovía,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,4,LUNES,19,Noche,Dias laborables
2.7,2,0,0,2381,03099,Curva señalizada,Carretera,"Salida de la vía por la izquierda, otro tipo       ",,No inventariada,Camino vecinal,Municipal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,SÁBADO,19,Noche,Fines de semana
551.0,1,0,0,2382,03099,Recta,Carretera,Salida de la vía por la derecha con vuelco         ,,A-7,Autovía,Estatal,Ascendente,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,LUNES,10,Mañana,Dias laborables
49.0,1,0,0,2383,03099,Recta,Carretera,Fronto-lateral                                     ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,5,LUNES,15,Tarde,Dias laborables
50.0,1,0,0,2384,03099,Curva señalizada,Carretera,Fronto-lateral                                     ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,4,MARTES,9,Mañana,Dias laborables
8.0,1,0,0,2385,03099,Curva señalizada,Carretera,Vuelco                                             ,,CV-91,Carretera Convencional de calzada única,Autonómica,Descendente,Otra,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,5,DOMINGO,12,Tarde,Fines de semana
3.4,2,0,0,2386,03099,Recta,Travesía,Por alcance                                        ,,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,VIERNES,13,Tarde,Dias laborables
0.1,5,0,0,2387,03099,Recta,Carretera,Por alcance                                        ,,CV-915,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,LUNES,13,Tarde,Dias laborables
685.5,2,0,0,2388,03099,Se desconoce,Carretera,Por alcance                                        ,,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,5,MARTES,20,Noche,Dias laborables
4.3,4,0,0,2389,03099,Recta,Carretera,Fronto-lateral                                     ,CV-869,CV-868,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,No,No,No,Sí,No,No,Sí,2016,5,MIÉRCOLES,13,Tarde,Dias laborables
7.5,1,0,0,2390,03099,Recta,Carretera,Fronto-lateral                                     ,,CV-91,Carretera Convencional de calzada única,Autonómica,Ambos,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,Niebla ligera,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,MARTES,7,Mañana,Dias laborables
1.8,2,0,0,2391,03099,Recta,Carretera,Por alcance                                        ,,CV-900,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,JUEVES,18,Noche,Dias laborables
548.75,3,0,0,2392,03099,Recta,Carretera,Múltiple o en caravana                             ,,A-7,Autovía,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,JUEVES,10,Mañana,Dias laborables
0.0,1,0,0,2393,03099,Recta,Carretera,Por alcance                                        ,,CV-925,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,5,VIERNES,18,Noche,Dias laborables
4.2,2,0,0,2394,03099,Recta,Carretera,Salida de la vía por la derecha con colisión       ,,CV-941,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,JUEVES,16,Tarde,Dias laborables
8.3,1,0,0,2395,03099,Recta,Carretera,Salida de la vía por la derecha con vuelco         ,,CV-868,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,SÁBADO,10,Mañana,Fines de semana
1.5,2,0,0,2396,03099,Recta,Carretera,Por alcance                                        ,,CV-900,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,MARTES,14,Tarde,Dias laborables
8.0,1,0,0,2397,03099,Recta,Carretera,Lateral                                            ,,CV-91,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,6,JUEVES,20,Noche,Dias laborables
46.0,1,0,0,2398,03099,Curva señalizada,Carretera,Lateral                                            ,,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,Niebla ligera,Nivel blanco,,No,No,No,No,No,No,No,2016,6,DOMINGO,10,Mañana,Fines de semana
52.7,2,0,0,2399,03099,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,6,SÁBADO,20,Noche,Fines de semana
689.7,1,0,0,2400,03099,Curva señalizada,Carretera,"Salida de la vía por la izquierda, otro tipo       ",,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,JUEVES,20,Noche,Dias laborables
5.0,1,0,0,2401,03099,Curva sin señalizar,Travesía,Caída                                              ,,No inventariada,Otro,Municipal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,JUEVES,13,Tarde,Dias laborables
,0,1,0,2402,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,5,VIERNES,14,Tarde,Dias laborables
,1,0,0,2403,03099,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,No,No,No,No,No,Sí,No,2016,5,LUNES,15,Tarde,Dias laborables
,1,0,0,2404,03099,No aplica,Calle,Salida de la vía por la derecha con colisión       ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,SÁBADO,17,Tarde,Fines de semana
3.0,2,0,0,2405,03099,Recta,Carretera,Frontal                                            ,,No inventariada,Camino vecinal,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,MIÉRCOLES,20,Noche,Dias laborables
50.2,2,0,0,2406,03099,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,MARTES,11,Mañana,Dias laborables
51.05,1,1,0,2407,03099,Recta,Carretera,Otro tipo de accidente                             ,,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,LUNES,15,Tarde,Dias laborables
,1,0,0,2408,03099,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,6,LUNES,12,Tarde,Dias laborables
51.5,1,0,0,2409,03099,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,7,DOMINGO,16,Tarde,Fines de semana
5.2,1,0,0,2410,03099,Curva sin señalizar,Carretera,Frontal                                            ,,CV-923,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,LUNES,15,Tarde,Dias laborables
,1,0,0,2411,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,Sí,No,2016,6,MIÉRCOLES,18,Noche,Dias laborables
4.8,0,1,0,2412,03099,Curva señalizada,Carretera,Atropello a personas                               ,,CV-923,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,MIÉRCOLES,11,Mañana,Dias laborables
,1,0,0,2413,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,No,No,No,No,No,Sí,No,2016,7,LUNES,22,Noche,Dias laborables
,1,0,0,2414,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,JUEVES,9,Mañana,Dias laborables
,0,1,0,2415,03099,No aplica,Calle,Frontal                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,7,MIÉRCOLES,19,Noche,Dias laborables
1.4,1,0,0,2416,03099,Recta,Carretera,Salida de la vía por la izquierda con vuelco       ,,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,VIERNES,2,Madrugada,Dias laborables
4.7,2,0,0,2417,03099,Curva señalizada,Carretera,Salida de la vía por la derecha con vuelco         ,,CV-923,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,LUNES,4,Madrugada,Dias laborables
,1,0,0,2418,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,JUEVES,13,Tarde,Dias laborables
1.5,1,0,0,2419,03099,Curva sin señalizar,Carretera,Salida de la vía por la izquierda con colisión     ,,No inventariada,Camino vecinal,Municipal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,DOMINGO,18,Noche,Fines de semana
0.1,1,0,0,2420,03099,Curva señalizada,Carretera,Salida de la vía por la izquierda con vuelco       ,CV-870,CV-930,Carretera Convencional de doble calzada,Autonómica,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,Viento fuerte,No,No,No,No,No,Sí,No,2016,7,SÁBADO,23,Noche,Fines de semana
0.5,1,0,0,2421,03099,Recta,Carretera,Salida de la vía por la derecha otro tipo          ,,CV-951,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,VIERNES,22,Noche,Dias laborables
49.9,3,0,0,2422,03099,Recta,Carretera,Múltiple o en caravana                             ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,Sí,No,No,Sí,No,2016,7,JUEVES,15,Tarde,Dias laborables
,3,0,0,2423,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,No,2016,7,SÁBADO,18,Noche,Fines de semana
