KM,TOTAL_HL24H,TOTAL_HG24H,TOTAL_MU24H,id,COD_MUNICIPIO,TRAZADO_PLANTA,ZONA,TIPO_ACCIDENTE,CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,PRIORI_AGENTE,PRIORI_CIRCUNSTANCIAL,PRIORI_HORIZ_CEDA,PRIORI_HORIZ_STOP,PRIORI_SEMAFORO,PRIORI_VERT_CEDA,PRIORI_VERT_STOP,ANYO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DIA
8.4,2,0,0,9749,03049,Recta,Carretera,Por alcance                                        ,,CV-900,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,5,LUNES,14,Tarde,Dias laborables
,5,0,0,9750,03049,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,Sí,No,No,No,No,2019,1,LUNES,8,Mañana,Dias laborables
,1,0,0,9751,03049,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,1,VIERNES,9,Mañana,Dias laborables
,1,0,0,9752,03049,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2019,4,JUEVES,11,Mañana,Dias laborables
,1,0,0,9753,03049,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2019,5,SÁBADO,20,Noche,Fines de semana
,1,0,0,9754,03049,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,5,MIÉRCOLES,19,Noche,Dias laborables
,3,0,0,9755,03049,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,5,DOMINGO,20,Noche,Fines de semana
,2,0,0,9756,03049,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,Sí,No,No,2019,6,SÁBADO,14,Tarde,Fines de semana
,3,0,0,9757,03049,No aplica,Calle,Múltiple o en caravana                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,6,MIÉRCOLES,20,Noche,Dias laborables
,2,0,0,9758,03049,No aplica,Calle,Múltiple o en caravana                             ,,No inventariada,Calle,Municipal,Se desconoce,Con aceite,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,7,MARTES,17,Tarde,Dias laborables
,1,0,0,9759,03049,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,7,JUEVES,7,Mañana,Dias laborables
,1,0,0,9760,03049,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2019,8,SÁBADO,18,Noche,Fines de semana
,1,0,0,9761,03049,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,Sin luz natural y con iluminación artificial encen,Lluvia fuerte,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,9,JUEVES,21,Noche,Dias laborables
,2,0,0,9762,03049,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,9,LUNES,10,Mañana,Dias laborables
,1,0,0,9763,03049,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,9,SÁBADO,21,Noche,Fines de semana
,1,0,0,9764,03049,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,10,JUEVES,13,Tarde,Dias laborables
,1,0,0,9765,03049,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2019,10,VIERNES,9,Mañana,Dias laborables
,1,0,0,9766,03049,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2019,10,SÁBADO,1,Madrugada,Fines de semana
3.8,1,0,0,9767,03049,Recta,Carretera,Salida de la vía por la izquierda con colisión     ,,CV-913,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,10,MIÉRCOLES,7,Mañana,Dias laborables
,2,0,0,9768,03049,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2019,11,DOMINGO,23,Noche,Fines de semana
7.5,1,0,0,9769,03049,Recta,Carretera,Salida de la vía por la derecha con colisión       ,,CV-900,Vía de servicio,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,10,DOMINGO,15,Tarde,Fines de semana
0.1,1,0,0,9770,03049,Recta,Carretera,Por alcance                                        ,,CV-911,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,11,JUEVES,19,Noche,Dias laborables
,2,0,0,9771,03049,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,Sí,No,No,Sí,2019,11,DOMINGO,14,Tarde,Fines de semana
7.9,1,0,0,9772,03049,Curva señalizada,Carretera,Por alcance                                        ,,CV-900,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2019,12,LUNES,7,Mañana,Dias laborables
128.75,0,1,0,9773,03050,Recta,Carretera,Atropello a personas                               ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,1,DOMINGO,18,Noche,Fines de semana
11.5,1,0,0,9774,03050,Curva sin señalizar,Carretera,Salida de la vía por la derecha otro tipo          ,,CV-773,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2019,1,DOMINGO,17,Tarde,Fines de semana
