ID_ACCIDENTE,KM,TOTAL_HG24H,TOTAL_HL24H,TOTAL_MU24H
2306,,0,1,0
2307,,0,1,0
2308,,0,1,0
2309,45.6,0,1,0
2310,,0,1,0
2311,,0,1,0
2312,,0,1,0
2313,,1,0,0
2314,,1,0,0
2315,,0,1,0
2316,,0,1,0
2317,,0,1,0
2318,,1,0,0
2319,,0,1,0
2320,,0,1,0
2321,,0,1,0
2322,,0,1,0
2323,,0,1,0
2324,,0,1,0
2325,,0,1,0
2326,47.6,0,1,0
2327,49.5,0,1,0
2328,,0,1,0
2329,,0,2,0
2330,,0,1,0
2331,148.0,0,2,0
2332,,0,1,0
2333,,0,1,0
2334,,0,1,0
2335,,0,1,0
2336,,0,1,0
2337,,0,1,0
2338,,0,1,0
2339,,0,1,0
2340,,0,1,0
2341,,0,1,0
2342,,0,1,0
2343,,0,1,0
2344,,0,1,0
2345,,0,1,0
2346,,0,1,0
2347,,1,0,0
2348,,0,2,0
2349,,0,2,0
2350,,0,1,0
2351,,0,1,0
2352,,0,1,0
2353,,0,1,0
2354,49.1,0,1,0
2355,,0,2,0
2356,,0,2,0
2357,,0,2,0
2358,,0,2,0
2359,,0,1,0
2360,,0,1,0
2361,,1,0,0
2362,,0,1,0
2363,,0,1,0
2364,,0,2,0
2365,,0,2,0
2366,,0,1,0
2367,,0,1,0
2368,,0,1,0
2369,49.0,0,1,0
2370,,0,2,0
2371,,1,0,0
2372,,1,0,0
2373,,0,1,0
2374,,0,1,0
2375,,0,1,0
2376,,0,1,0
2377,,0,1,0
2378,,0,1,0
2379,,0,1,0
2380,,0,1,0
2381,,0,1,0
2382,2.5,0,1,0
2383,27.227,0,1,0
2384,12.052,0,1,0
2385,12.0,0,1,0
2386,745.0,0,1,0
2387,16.1,0,1,0
2388,13.5,0,1,0
2389,1.64,0,1,0
2390,6.15,0,1,0
2391,33.5,0,1,0
2392,8.2,0,1,0
2393,8.5,0,1,0
2394,0.1,0,1,0
2395,,0,4,0
2396,622.0,0,1,0
2397,175.9,0,1,0
2398,181.0,0,1,0
2399,174.6,0,1,0
2400,179.2,0,1,0
2401,0.5,0,1,0
2402,12.4,0,1,0
2403,8.196,0,2,0
2404,7.0,0,1,0
2405,178.8,0,1,0
2406,170.4,0,1,0
2407,180.0,0,1,0
2408,627.0,0,1,0
2409,173.272,0,2,0
2410,5.5,0,1,0
2411,624.4,0,2,0
2412,6.8,0,1,0
2413,3.944,0,1,0
2414,0.8,0,1,0
2415,4.6,0,1,0
2416,4.494,0,1,0
2417,4.8,0,1,0
2418,6.0,0,1,0
2419,47.5,0,1,0
2420,11.3,0,1,0
2421,5.0,0,1,0
2422,10.4,0,1,0
2423,1.7,0,1,0
2424,165.95,0,1,0
2425,170.7,1,0,0
2426,171.0,0,1,0
2427,165.2,1,0,0
2428,3.4,2,0,0
2429,164.45,0,1,0
2430,165.5,0,1,0
2431,1.22,0,1,0
2432,14.6,0,2,0
2433,15.7,1,0,0
2434,0.6,0,1,0
2435,0.2,0,1,0
2436,6.1,0,1,0
2437,7.95,0,1,0
2438,7.4,0,2,0
2439,1.3,0,2,0
2440,2.0,0,1,0
2441,0.5,0,1,0
2442,692.723,0,2,0
2443,3.4,0,1,0
2444,1.75,0,1,0
2445,12.1,0,1,0
2446,12.5,0,0,1
2447,0.6,0,2,0
2448,122.591,0,2,0
2449,676.2,0,1,0
2450,1.2,0,1,0
2451,0.5,0,1,0
2452,1.3,0,2,0
2453,668.3,0,1,0
2454,669.0,0,2,0
2455,675.2,0,1,0
2456,128.7,0,1,0
2457,122.5,0,2,0
2458,674.6,0,1,0
2459,3.471,0,1,0
2460,34.666,0,1,0
2461,474.0,1,1,0
2462,0.0,0,1,0
2463,3.0,0,1,0
2464,1.6,0,1,0
2465,5.0,0,3,0
2466,1.8,0,1,0
2467,0.05,0,1,0
2468,4.65,1,0,0
2469,485.0,0,1,0
2470,18.2,0,1,0
2471,7.5,1,0,0
2472,730.0,0,1,0
2473,,0,2,0
2474,0.0,0,2,0
2475,,0,1,0
2476,,0,1,0
2477,,0,1,0
2478,,0,2,0
2479,5.5,0,1,0
2480,734.0,1,0,0
2481,2.3,0,1,0
2482,736.1,0,3,0
2483,0.5,0,1,0
2484,736.5,0,1,0
2485,5.127,0,2,0
2486,0.9,0,2,0
2487,798.028,0,3,0
2488,797.1,0,3,0
2489,800.2,0,1,0
2490,2.043,0,2,0
2491,4.563,0,1,0
2492,4.3,0,1,0
2493,0.9,1,0,0
2494,3.3,0,1,0
2495,0.3,0,1,0
2496,442.5,0,1,0
2497,4.347,0,1,0
2498,4.5,0,1,0
2499,5.103,0,1,0
2500,3.3,0,2,0
2501,,2,0,0
2502,0.0,0,1,0
2503,693.9,0,2,0
2504,,0,1,0
2505,695.7,1,0,0
2506,693.9,0,3,0
2507,,0,2,0
2508,,0,2,0
2509,,0,1,0
2510,,0,1,0
2511,,0,1,0
2512,693.95,0,1,0
2513,,0,2,0
2514,,0,1,0
2515,,0,1,0
2516,,0,1,0
2517,,0,1,0
2518,,0,1,0
2519,,0,4,0
2520,523.105,0,0,1
2521,528.0,0,1,0
2522,706.1,0,2,0
2523,711.0,0,2,0
2524,527.2,0,1,0
2525,712.2,0,1,0
2526,10.4,0,2,0
2527,706.3,0,1,0
2528,10.0,0,1,0
2529,530.3,0,0,1
2530,526.0,0,1,0
2531,526.95,1,2,0
2532,16.095,0,1,0
2533,,0,1,0
2534,17.3,0,0,1
2535,17.7,0,1,0
2536,528.1,0,6,0
2537,,0,2,0
2538,0.1,0,1,0
2539,,0,1,0
2540,18.3,0,1,0
2541,525.2,1,0,0
2542,0.0,0,1,0
2543,528.2,0,3,0
2544,4.8,0,4,0
2545,3.4,0,1,0
2546,1.5,0,1,0
2547,2.0,0,1,0
2548,706.751,0,1,0
2549,706.7,0,2,0
2550,724.8,1,0,0
2551,728.13,1,3,0
2552,730.4,0,5,0
2553,2.511,0,1,0
2554,707.65,0,1,0
2555,524.1,1,1,0
2556,711.0,0,1,0
2557,711.0,0,1,0
2558,524.8,0,2,0
2559,712.3,0,1,0
2560,706.1,0,2,0
2561,14.02,0,1,0
2562,706.15,0,2,0
2563,2.0,0,1,0
2564,,0,1,0
2565,,0,1,0
2566,531.8,0,2,0
2567,528.3,1,0,0
2568,712.8,0,2,0
2569,728.789,0,2,0
2570,707.793,0,1,0
2571,1.5,1,0,0
2572,710.45,0,1,0
2573,10.156,0,1,0
2574,527.527,0,2,0
2575,712.36,0,1,0
2576,16.0,1,1,0
2577,738.5,0,1,0
2578,111.0,0,2,0
2579,3.9,0,2,0
2580,4.5,0,1,0
2581,185.0,0,1,0
2582,,0,2,0
2583,,1,0,0
2584,5.2,0,1,0
2585,5.65,4,0,0
2586,187.45,0,1,0
2587,,0,1,0
2588,,0,3,0
2589,3.3,0,1,0
2590,,0,1,0
2591,3.75,0,1,0
2592,,0,1,0
2593,,1,0,0
2594,,1,0,0
2595,8.722,0,2,0
2596,,0,2,0
2597,,0,1,0
2598,,0,1,0
2599,,0,1,0
2600,,1,0,0
2601,,0,1,0
2602,,0,1,0
2603,,0,1,0
2604,,0,1,0
2605,1.825,0,2,0
2606,,0,0,1
2607,2.4,0,1,0
2608,6.47,0,1,0
2609,3.4,0,2,0
2610,8.1,1,2,0
2611,5.15,0,1,0
2612,9.8,1,0,0
2613,3.3,1,1,0
2614,7.8,1,0,0
2615,9.7,0,1,0
2616,3.6,0,1,0
2617,,0,1,0
2618,4.771,0,1,0
2619,5.3,0,1,0
2620,1.5,0,1,0
2621,,1,1,0
2622,,1,1,0
2623,,0,1,0
2624,4.6,0,2,0
2625,,0,2,0
2626,,0,2,0
2627,7.0,0,1,0
2628,604.3,0,1,0
2629,,0,1,0
2630,,0,2,0
2631,,0,1,0
2632,,0,2,0
2633,,0,1,0
2634,5.4,0,2,0
2635,3.9,0,2,0
2636,,0,1,0
2637,,0,1,0
2638,,0,1,0
2639,,1,0,0
2640,3.6,0,1,0
2641,,1,0,0
2642,9.01,0,1,0
2643,0.5,0,2,0
2644,2.0,0,1,0
2645,514.0,0,1,0
2646,515.5,0,1,0
2647,7.25,0,1,0
2648,,0,0,1
2649,5.0,0,1,0
2650,729.8,0,1,0
2651,21.8,0,1,0
2652,14.1,0,1,0
2653,515.0,0,3,0
2654,3.1,0,1,0
2655,27.0,0,2,0
2656,8.8,0,1,0
2657,5.2,0,1,0
2658,2.95,0,3,0
2659,726.25,0,1,0
2660,1.3,0,1,0
2661,713.9,0,1,0
2662,733.386,1,0,0
2663,0.9,0,1,0
2664,9.3,0,1,0
2665,722.5,0,1,0
2666,729.4,0,1,0
2667,3.5,0,1,0
2668,7.6,0,1,0
2669,8.3,0,1,0
2670,7.4,0,1,0
2671,1.849,0,1,0
2672,14.3,0,2,0
2673,14.3,0,1,0
2674,2.5,0,1,0
2675,725.9,0,3,0
2676,5.5,0,1,0
2677,3.9,0,1,0
2678,516.6,0,1,0
2679,2.488,0,1,0
2680,523.292,0,1,0
2681,712.69,0,1,0
2682,7.1,0,1,0
2683,8.0,0,1,0
2684,4.0,1,0,0
2685,3.5,0,1,0
2686,3.8,0,2,0
2687,8.0,0,2,0
2688,0.1,0,1,0
2689,517.9,0,1,0
2690,523.299,0,1,0
2691,0.1,0,1,0
2692,14.4,0,1,0
2693,1.304,0,1,0
2694,13.2,1,0,0
2695,715.0,0,1,0
2696,22.0,0,1,0
2697,2.95,0,2,0
2698,11.0,0,1,0
2699,13.8,0,1,0
2700,729.0,0,1,0
2701,30.6,0,3,0
2702,3.3,0,1,0
2703,6.05,0,1,0
2704,515.0,0,1,0
2705,30.0,1,1,1
2706,1.0,0,3,0
2707,29.0,0,2,0
2708,7.426,0,1,0
2709,0.35,0,1,0
2710,0.0,0,0,1
2711,4.3,0,1,0
2712,732.0,0,2,0
2713,515.5,0,1,0
2714,95.0,0,1,0
2715,5.05,0,1,0
2716,520.35,0,0,1
2717,511.041,0,2,0
2718,516.6,0,1,0
2719,,1,0,0
2720,2.8,0,4,0
2721,81.0,0,3,0
2722,78.3,0,1,0
2723,22.65,0,1,0
2724,1.4,0,1,0
2725,5.35,0,1,0
2726,2.159,0,1,0
2727,509.3,0,5,0
2728,2.0,0,1,0
2729,513.7,0,2,0
2730,27.6,0,1,0
2731,722.6,0,1,0
2732,95.3,0,1,0
2733,80.57,0,2,0
2734,11.416,0,1,0
2735,2.9,0,2,0
2736,5.309,0,1,0
2737,97.7,0,1,0
2738,1.25,0,1,0
2739,4.35,0,1,0
2740,18.56,0,1,0
2741,722.65,0,1,0
2742,509.3,0,2,0
2743,94.0,1,1,0
2744,7.4,0,1,0
2745,5.5,0,3,0
2746,5.827,0,1,0
2747,23.5,0,3,0
2748,723.5,1,0,0
2749,11.35,3,2,1
2750,22.55,0,3,0
2751,5.9,0,1,0
2752,730.5,0,1,0
2753,14.4,0,1,0
2754,22.5,0,2,0
2755,3.5,0,1,0
2756,2.95,0,1,0
2757,2.2,0,1,0
2758,5.7,0,2,0
2759,6.5,0,1,0
2760,6.5,0,1,0
2761,6.6,0,1,0
2762,10.2,0,2,0
2763,11.5,0,1,0
2764,11.4,1,0,0
2765,4.45,1,1,0
2766,28.4,0,1,0
2767,12.771,0,1,0
2768,30.7,0,1,0
2769,511.2,0,1,0
2770,725.793,0,2,0
2771,4.6,0,1,0
2772,5.2,0,2,0
2773,25.0,0,2,0
2774,730.2,0,1,0
2775,7.0,0,1,0
2776,,0,0,1
2777,,1,0,0
2778,,1,2,0
2779,5.3,0,1,0
2780,,1,2,0
2781,97.6,1,1,0
2782,713.7,0,1,0
2783,2.1,0,1,0
2784,5.976,0,1,0
2785,23.9,0,1,0
2786,713.6,0,2,0
2787,1.5,0,1,0
2788,20.1,0,1,0
2789,0.01,0,1,0
2790,0.05,0,1,0
2791,206.9,0,1,0
2792,12.9,0,1,0
2793,209.9,0,1,0
2794,2.5,0,1,0
2795,,0,2,0
2796,3.5,0,1,0
2797,,0,1,0
2798,12.0,0,1,0
2799,,0,1,0
2800,,0,1,0
2801,,0,1,0
2802,,0,1,0
2803,,0,1,0
2804,,0,1,0
2805,0.6,0,3,0
2806,143.7,0,1,0
2807,4.7,0,2,0
2808,,0,1,0
2809,,0,1,0
2810,144.0,0,1,0
2811,,1,0,0
2812,,0,4,0
2813,9.8,0,2,0
2814,,0,1,0
2815,,0,1,0
2816,0.1,0,1,0
2817,,0,1,0
2818,,0,1,0
2819,,0,1,0
2820,,0,1,0
2821,,0,1,0
2822,,0,1,0
2823,,0,1,0
2824,0.0,0,1,0
2825,1.4,0,2,0
2826,,0,2,0
2827,,0,1,0
2828,,0,1,0
2829,,0,1,0
2830,1.7,0,1,0
2831,144.4,0,3,0
2832,,0,1,0
2833,,0,1,0
2834,,0,1,0
2835,4.9,0,1,0
2836,16.1,1,0,0
2837,2.1,0,4,0
2838,2.1,0,3,0
2839,,1,2,0
2840,17.0,0,1,0
2841,16.0,0,0,1
2842,,0,1,0
2843,15.8,0,1,0
2844,1.5,0,1,0
2845,2.3,0,1,0
2846,616.5,0,1,0
2847,616.3,1,2,0
2848,1.5,0,1,0
2849,24.0,0,1,0
2850,5.38,0,1,0
2851,70.1,0,1,0
2852,2.5,0,4,0
2853,69.75,0,2,0
2854,21.0,0,2,0
2855,23.95,0,1,0
2856,70.6,0,1,0
2857,72.725,0,6,0
2858,70.4,0,1,0
2859,72.8,1,0,0
2860,64.9,0,2,0
2861,,0,1,0
2862,,0,1,0
2863,,0,1,0
2864,,0,1,0
2865,,0,2,0
2866,,0,1,0
2867,,0,1,0
2868,,0,1,0
2869,,0,1,0
2870,,0,1,0
2871,,0,4,0
2872,,0,3,0
2873,4.8,0,1,0
2874,,0,1,0
2875,,0,1,0
2876,73.42,0,2,0
2877,70.658,0,1,0
2878,69.5,0,2,0
2879,0.7,0,1,0
2880,5.0,0,1,0
2881,9.6,0,2,0
2882,2.4,0,2,0
2883,5.483,0,2,0
2884,17.0,0,2,0
2885,460.1,0,1,0
2886,461.4,1,0,0
2887,18.8,0,1,0
2888,,0,1,0
2889,,0,1,0
2890,,0,2,0
2891,,0,1,0
2892,12.0,0,1,0
2893,5.9,0,1,0
2894,,0,1,0
2895,,0,1,0
2896,,0,1,0
2897,,0,1,0
2898,,0,1,0
2899,,0,1,0
2900,5.2,0,1,0
2901,2.66,1,0,0
2902,,0,2,0
2903,,0,1,0
2904,,1,0,0
2905,4.9,1,0,0
2906,,0,1,0
2907,,0,1,0
2908,,0,1,0
2909,,0,1,0
2910,459.917,0,1,0
2911,459.935,0,1,0
2912,10.9,0,2,0
2913,,0,1,0
2914,,0,1,0
2915,,0,2,0
2916,0.667,0,1,0
2917,226.7,0,1,0
2918,,0,1,0
2919,,0,1,0
2920,,0,1,0
2921,4.5,0,1,0
2922,457.416,0,1,0
2923,2.557,0,3,0
2924,4.9,0,1,0
2925,,0,1,0
2926,,0,2,0
2927,,0,2,0
2928,10.3,0,2,0
2929,11.4,0,2,0
2930,1.0,0,1,0
2931,11.28,1,0,0
2932,7.0,0,2,0
2933,1.7,0,2,0
2934,4.05,1,0,0
2935,1.195,0,1,0
2936,6.8,0,5,0
2937,3.4,0,1,0
2938,6.0,0,1,0
2939,,0,1,0
2940,,0,1,0
2941,3.6,0,1,0
2942,9.055,0,1,0
2943,8.391,0,2,0
2944,1.5,0,1,0
2945,3.2,0,1,0
2946,8.4,1,1,0
2947,2.5,0,1,0
2948,5.9,0,1,0
2949,2.1,0,1,0
2950,3.2,1,1,0
2951,6.437,0,3,0
2952,,0,1,0
2953,,0,1,0
2954,5.9,0,2,0
2955,6.4,3,0,1
2956,3.2,0,1,0
2957,1.8,0,3,0
2958,10.644,0,1,0
2959,4.2,0,1,0
2960,1.2,1,0,0
2961,20.0,0,1,0
2962,20.8,0,1,0
2963,20.5,0,1,0
2964,11.0,0,1,0
2965,5.0,0,1,0
2966,21.357,0,1,0
2967,4.939,0,1,0
2968,22.035,0,1,0
2969,9.5,0,1,0
2970,4.083,0,1,0
2971,22.5,0,1,0
2972,4.0,0,1,1
2973,11.9,0,2,0
2974,14.5,0,1,0
2975,1.5,0,1,0
2976,22.5,0,1,0
2977,30.0,0,1,0
2978,20.7,1,0,0
2979,506.55,0,1,0
2980,226.4,1,0,0
2981,224.2,0,1,0
2982,221.3,1,0,0
2983,224.5,0,1,0
2984,226.0,0,2,0
2985,221.0,0,2,0
2986,221.3,0,2,0
2987,218.45,1,0,0
2988,226.025,0,2,0
2989,221.1,0,10,0
2990,223.9,0,1,0
2991,221.0,0,1,0
2992,217.0,0,1,0
2993,219.2,0,2,0
2994,219.4,0,2,0
2995,222.95,0,1,0
2996,6.487,0,1,0
2997,2.256,0,1,0
2998,222.4,0,1,0
2999,212.755,0,1,0
3000,16.3,0,1,0
3001,218.5,0,6,0
3002,217.819,0,3,0
3003,220.0,0,1,0
3004,219.6,0,1,0
3005,219.6,0,1,0
3006,216.1,0,1,0
3007,13.275,1,0,0
3008,14.795,0,2,0
3009,6.3,0,1,0
3010,,1,0,0
3011,,0,1,0
3012,,0,1,0
3013,11.8,0,2,0
3014,,0,0,1
3015,6.9,0,1,0
3016,2.3,0,2,0
3017,1.75,0,1,0
3018,1.7,0,1,0
3019,3.827,0,1,0
3020,0.2,0,1,0
3021,,0,1,0
3022,4.819,0,1,0
3023,1.2,0,1,0
3024,685.45,0,1,0
3025,,0,2,0
3026,2.5,0,1,0
3027,0.0,0,1,0
3028,0.9,0,1,0
3029,0.9,0,1,0
3030,0.0,0,1,0
3031,3.5,0,1,0
3032,2.3,1,0,0
3033,1.5,0,5,0
3034,0.9,0,1,0
3035,4.64,0,1,0
3036,1.8,0,2,0
3037,3.5,0,2,0
3038,1.05,0,1,0
3039,,0,1,0
3040,,1,0,0
3041,0.0,0,2,0
3042,0.2,0,1,0
3043,3.2,0,1,0
3044,2.5,0,2,0
3045,4.0,0,1,0
3046,3.2,0,1,0
3047,1.7,0,1,0
3048,4.657,0,1,0
3049,,0,1,0
3050,0.0,0,1,0
3051,3.399,0,1,0
3052,805.0,0,1,0
3053,434.3,0,1,0
3054,439.3,0,1,0
3055,211.0,0,1,0
3056,0.7,0,1,0
3057,3.89,0,1,0
3058,1.0,1,0,0
3059,4.774,0,1,0
3060,211.5,0,2,0
3061,,0,1,0
3062,,0,1,0
3063,10.6,4,0,1
3064,212.192,0,1,0
3065,,0,1,0
3066,3.419,0,2,0
3067,,0,1,0
3068,,0,1,0
3069,212.702,0,3,0
3070,1.0,0,2,0
3071,216.336,0,1,0
3072,,0,0,4
3073,4.166,0,1,0
3074,5.506,0,1,0
3075,214.1,0,1,0
3076,212.8,1,0,0
3077,4.75,0,1,0
3078,13.8,0,1,0
3079,211.0,1,0,0
3080,2.5,1,0,0
3081,4.2,0,1,0
3082,14.472,0,1,0
3083,19.515,0,1,0
3084,,0,1,0
3085,2.4,0,1,0
3086,215.441,0,1,0
3087,3.943,0,1,0
3088,215.5,0,1,0
3089,19.655,0,1,0
3090,48.6,0,1,0
3091,5.3,0,1,0
3092,47.2,0,1,0
3093,44.8,0,1,0
3094,44.0,0,2,0
3095,46.5,1,0,0
3096,48.0,0,3,0
3097,48.7,0,1,0
3098,46.2,0,1,0
3099,4.8,0,1,0
3100,45.7,0,2,0
3101,47.0,1,0,0
3102,46.2,0,1,0
3103,45.0,0,1,0
3104,47.5,0,1,0
3105,48.2,0,1,0
3106,43.5,0,2,0
3107,608.042,0,1,0
3108,,0,1,0
3109,6.0,0,1,0
3110,197.7,0,1,0
3111,195.6,0,1,0
3112,8.85,0,2,0
3113,0.5,0,1,0
3114,0.3,0,1,0
3115,1.0,0,1,0
3116,0.5,0,4,0
3117,2.4,0,1,0
3118,3.1,0,1,0
3119,7.5,0,1,0
3120,0.11,0,1,0
3121,1.813,0,1,0
3122,4.822,0,1,0
3123,1.8,0,1,0
3124,3.2,0,1,0
3125,9.391,0,1,0
3126,0.8,0,1,0
3127,1.85,0,0,1
3128,2.3,0,1,0
3129,21.304,0,1,0
3130,13.3,0,1,0
3131,6.5,1,0,0
3132,6.3,1,1,0
3133,3.4,0,1,0
3134,1.6,0,2,0
3135,0.9,0,2,0
3136,0.0,0,1,0
3137,5.8,0,1,0
3138,1.2,2,3,0
3139,,0,1,0
3140,7.7,0,1,0
3141,0.0,0,1,0
3142,,0,1,0
3143,0.0,0,1,0
3144,,0,1,0
3145,686.7,0,2,0
3146,689.0,0,2,0
3147,,0,1,0
3148,0.2,0,2,0
3149,,0,1,0
3150,3.7,0,1,0
3151,4.78,2,1,0
3152,3.4,0,1,0
3153,3.4,1,0,0
3154,,0,1,0
3155,,0,1,0
3156,0.1,0,1,0
3157,,0,1,0
3158,,0,1,0
3159,,0,1,0
3160,,0,2,0
3161,1.5,0,1,0
3162,,0,1,0
3163,,0,1,0
3164,,0,1,0
3165,551.1,1,0,0
3166,,0,1,0
3167,6.8,0,1,0
3168,551.3,0,2,0
3169,6.0,0,2,0
3170,,1,0,0
3171,,0,4,0
3172,688.9,0,1,0
3173,5.0,0,1,0
3174,,0,1,0
3175,,0,1,0
3176,,0,2,0
3177,680.0,0,1,0
3178,50.0,0,1,0
3179,5.1,0,1,0
3180,0.1,0,2,0
3181,683.0,0,1,0
3182,5.2,0,2,0
3183,,0,1,0
3184,,0,1,0
3185,,0,1,0
3186,,0,1,0
3187,551.0,0,1,0
3188,,0,2,0
3189,,0,3,0
3190,,0,1,0
3191,0.75,0,1,0
3192,,0,2,0
3193,,0,2,0
3194,686.817,0,2,0
3195,1.3,0,4,0
3196,3.396,0,1,0
3197,,0,1,0
3198,,1,0,0
3199,547.0,0,4,0
3200,48.525,0,2,0
3201,3.5,0,2,0
3202,5.31,0,1,0
3203,1.8,0,1,0
3204,548.8,0,2,0
3205,,0,1,0
3206,,0,1,0
3207,681.25,0,2,0
3208,,0,1,0
3209,548.7,0,2,0
3210,47.9,0,3,0
3211,,1,0,0
3212,,0,1,0
3213,687.6,0,1,0
3214,50.2,0,1,0
3215,551.4,0,2,0
3216,,1,0,0
3217,,0,4,0
3218,,0,1,0
3219,4.1,0,1,0
3220,,0,1,0
3221,2.0,0,2,0
3222,,0,2,0
3223,3.73,0,1,0
3224,6.3,0,2,0
3225,2.5,0,1,0
3226,47.0,0,1,0
3227,50.665,0,3,0
3228,0.1,0,1,0
3229,2.5,3,6,0
3230,680.3,0,2,0
3231,5.945,0,1,0
3232,51.7,1,0,0
3233,15.5,0,1,0
3234,,0,2,0
3235,4.5,0,1,0
3236,10.421,0,1,0
3237,51.788,0,1,0
3238,1.0,0,1,0
3239,1.7,0,2,0
3240,,0,1,0
3241,1.0,0,1,0
3242,690.0,0,1,0
3243,48.7,0,1,0
3244,2.5,0,1,0
3245,50.35,1,0,0
3246,5.0,1,0,0
3247,5.6,1,0,0
3248,,0,1,0
3249,2.1,0,1,0
3250,,0,1,0
3251,0.85,0,1,0
3252,552.5,0,2,0
3253,0.4,1,0,0
3254,50.2,0,1,0
3255,768.0,0,1,0
3256,,0,1,0
3257,547.4,0,1,0
3258,2.0,0,1,0
3259,,1,0,0
3260,685.4,1,0,0
3261,546.3,0,2,0
3262,,0,1,0
3263,547.5,0,2,0
3264,680.37,0,2,0
3265,2.0,0,3,0
3266,5.3,0,1,0
3267,2.8,0,1,0
3268,4.2,0,1,0
3269,681.045,0,2,0
3270,,0,1,0
3271,,0,2,0
3272,545.0,0,3,0
3273,6.0,0,1,0
3274,4.2,1,1,0
3275,0.7,0,1,0
3276,5.2,0,0,1
3277,,0,1,0
3278,,1,0,0
3279,682.2,0,1,0
3280,4.6,0,1,0
3281,682.2,0,2,0
3282,,1,2,0
3283,681.8,1,0,0
3284,,0,1,0
3285,3.8,0,1,0
3286,,0,1,0
3287,687.0,0,2,0
3288,3.0,0,3,0
3289,1.85,0,1,0
3290,25.05,0,1,0
3291,612.9,0,3,0
3292,0.6,0,2,0
3293,6.8,0,1,0
3294,,0,1,0
3295,49.5,0,1,0
3296,47.1,0,1,0
3297,,0,1,0
3298,,0,1,0
3299,,0,1,0
3300,2.0,0,1,0
3301,,1,0,0
3302,4.8,0,1,0
3303,,0,1,0
3304,50.0,0,1,0
3305,191.3,0,2,0
3306,,0,2,0
3307,,0,1,0
3308,190.9,0,1,0
3309,4.7,0,1,0
3310,,0,1,0
3311,191.6,0,0,1
3312,1.0,0,1,0
3313,196.15,0,4,0
3314,58.7,0,1,0
3315,11.2,0,1,0
3316,26.3,0,1,0
3317,,1,0,0
3318,,0,2,0
3319,,0,1,0
3320,,0,1,0
3321,,0,1,0
3322,,0,2,0
3323,61.0,2,0,0
3324,4.2,0,2,0
3325,25.74,1,0,0
3326,4.2,0,1,0
3327,63.9,0,1,0
3328,25.5,0,2,0
3329,,0,0,1
3330,0.8,0,1,0
3331,15.2,0,1,0
3332,22.9,0,1,0
3333,1.8,1,0,1
3334,200.351,0,1,0
3335,,0,6,0
3336,,0,1,0
3337,206.05,0,4,0
3338,,0,1,0
3339,208.0,0,1,0
3340,208.9,0,2,0
3341,,0,1,0
3342,0.5,0,1,0
3343,,0,1,0
3344,,0,1,0
3345,200.65,0,1,0
3346,,0,1,0
3347,204.862,0,1,0
3348,2.0,0,1,0
3349,,0,1,0
3350,,0,1,0
3351,,0,1,0
3352,,0,1,0
3353,,1,0,0
3354,,0,1,0
3355,,1,0,0
3356,,0,1,0
3357,0.95,0,1,0
3358,,0,0,1
3359,,0,1,0
3360,,0,2,0
3361,,0,1,0
3362,5.08,0,1,0
3363,12.99,0,1,0
3364,21.6,4,0,2
3365,,0,1,0
3366,20.6,0,1,0
3367,33.9,1,0,0
3368,,0,1,0
3369,38.2,0,1,0
3370,37.1,0,1,0
3371,37.9,0,1,0
3372,38.7,0,1,0
3373,38.5,0,1,0
3374,54.5,1,5,0
3375,2.7,0,1,0
3376,3.5,0,1,0
3377,0.1,0,6,0
3378,1.8,0,1,0
3379,6.9,0,1,0
3380,692.7,0,1,0
3381,0.2,0,1,0
3382,2.8,0,1,0
3383,2.7,0,1,0
3384,1.1,1,0,0
3385,,0,1,0
3386,1.1,0,1,0
3387,3.0,0,1,0
3388,28.213,0,1,0
3389,20.3,0,1,1
3390,15.5,0,1,0
3391,20.0,0,2,0
3392,1.6,0,1,0
3393,3.9,1,0,0
3394,1.1,0,1,0
3395,1.087,0,1,0
3396,2.5,0,1,0
3397,1.05,0,1,0
3398,0.8,0,2,0
3399,1.035,0,1,0
3400,2.2,0,1,0
3401,2.0,0,1,0
3402,1.0,0,1,0
3403,2.538,0,1,0
3404,,0,1,0
3405,4.05,0,1,0
3406,13.0,0,2,0
3407,1.0,0,1,0
3408,0.1,0,1,0
3409,10.6,0,1,0
3410,,0,1,0
3411,1.3,0,1,0
3412,2.5,0,1,0
3413,73.7,0,2,0
3414,3.268,0,1,0
3415,,0,1,0
3416,,0,1,0
3417,,1,0,0
3418,6.2,0,2,0
3419,,1,0,0
3420,5.496,0,1,0
3421,4.9,0,1,0
3422,1.682,0,1,0
3423,5.0,0,2,0
3424,,1,0,0
3425,,0,1,0
3426,5.0,0,1,0
3427,,0,2,0
3428,,1,0,0
3429,,0,1,0
3430,4.1,0,1,0
3431,,0,1,0
3432,,0,1,0
3433,114.05,0,1,0
3434,,1,0,0
3435,116.2,1,0,0
3436,,1,0,0
3437,5.2,2,0,0
3438,,0,1,0
3439,115.5,1,1,0
3440,16.8,0,2,0
3441,0.5,0,1,0
3442,1.7,0,2,0
3443,8.5,0,1,0
3444,6.388,0,1,0
3445,10.8,0,2,0
3446,9.0,0,2,0
3447,0.5,0,1,0
3448,0.4,0,1,0
3449,22.813,0,1,0
3450,10.607,0,2,0
3451,6.0,1,0,0
3452,1.5,0,1,0
3453,,0,1,0
3454,,0,1,0
3455,88.4,0,2,0
3456,81.1,0,2,0
